ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ReasonForLoanKey,ReasonForLoan,ReasonForLoanEng,Year,FarmCulturePlantAnimalMainlyOwningLand,FarmCulturePlantAnimalMainlyRentingLand,FarmCultureFishingForestryHuntingAgri,EntrepreneursNonAgriBusiness,EmployeeTechnicianManager,EmployeeLabourInAgriForestryFishery,EmployeeLabourInLogisticTransportation,EmployeeClericalSalesServiceWorker,EmployeeWorkerProductionConstruction,EconomicallyInactive
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,9644,0,0,70916,127424,42633,0,28578,107080,65448
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,102,  ใช้ในการศึกษา,  Education,2556,0,0,2507,0,0,0,0,0,0,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,34868,0,14859,34512,107666,10198,10065,29925,102047,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,104,  ใช้ในการทำธุรกิจ,  Business,2556,0,0,0,176025,0,0,0,431,7880,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,105,  ใช้ในการทำเกษตร,  Farming,2556,137340,51100,0,592,3416,0,0,1023,2397,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,0,0,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,107,  หนี้ในระบบ, Formal sector,2556,179708,51100,15881,274689,238506,51206,10065,59816,216794,65448
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,108,  หนี้นอกระบบ, Formal sector,2556,2144,0,1485,7356,0,1624,0,140,2609,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,6183.08,0,733.31,15380.16,9146.72,3285.57,414.28,15555.09,36811.47,1225.76
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,101158.4,33556.4,216989.6,0,0,125081.8,104264.2,19403.6
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,0,0,0,0,0,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,23471.5,0,6069.5,36570.1,63027.9,3758.6,1424.6,36845.8,44625.1,7014.5
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,0,0,84016.1,77915.2,0,0,0,0,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,105,  ใช้ในการทำเกษตร,  Farming,2558,21533.2,0,0,0,6606.2,0,0,3403.2,1246.3,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,29.6,0
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,107,  หนี้ในระบบ, Formal sector,2558,45004.7,0,107227.9,153178.9,364538.8,1906.4,0,165074.1,149883.1,26418.1
21,ระยอง               ,Rayong              ,5,ภาคใต้,Southern,108,  หนี้นอกระบบ, Formal sector,2558,0,0,0,963.7,0,1852.2,1424.6,256.8,282.2,0
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,136034.42,22228.55,27065.85,113613.62,76807.41,637.15,9116.52,136857.66,73664.65,196880.17
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,12374.2,1048.4,0,64712.2,305819.9,0,0,46902,29511.7,1484
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,3064.5,565.3,0,0,367,6555.2,3518.8
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,30400,28816.8,17116.2,86084.2,269512.1,0,0,92811.4,61682.8,29668.7
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2556,2202.7,3669.3,0,33596.9,0,0,0,44.2,0,9694.3
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2556,80564.3,89808.4,8951.9,26124.9,18516.9,0,0,12799.8,22548.1,24712
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,4501,0,4564.3
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2556,123245.7,122719.1,23989.3,212036.4,593745.8,0,0,156201.7,111238.3,73635.6
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2556,2295.5,623.8,2078.8,1546.3,668.4,0,0,1223.7,9059.5,6.5
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,78996.91,15059.52,12528.41,83777.77,47335.09,9537.07,4412.79,58016.28,107305.52,67528.97
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,28663.6,0,0,104717.1,132884.1,0,0,74754.3,25853.4,8175.9
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,0,0,0,3633.5,7357.3,0
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,36538.4,44194.1,30592.9,253049.5,520437.1,65408.6,28609.7,124502.3,87251.3,214278.8
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2558,3201,43387.6,0,72504,1676.2,0,1457.9,6696.6,723.4,6965.7
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2558,191340,415800,115012.4,289542.4,5074.1,0,7775.7,17392.2,27126.5,211782.5
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,326.1,11894.7,36155.9,0,0,0,0
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2558,231326.8,459994.2,144105.5,717903.5,669256,97948.9,29392.9,220797.8,147235.1,440509.2
30,นครราชสีมา          ,Nakhon Ratchasima   ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2558,28416.3,43387.6,1499.8,2235.4,2710.2,3615.6,8450.5,6181.2,1076.9,693.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,144129.41,10063.21,1614.95,55552.96,37565.04,5140.97,3159.1,38884.76,6329,50110.87
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,0,0,17301.5,91261,0,0,13432,0,2034.9
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,88,1133.8,0,0,973.1,0,2790.9
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,26872.2,12849.4,4735,69864.5,595170.8,24814.3,10988.4,190698.1,99404.6,68148.1
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2556,5059.3,628.1,0,73763.4,9117.7,0,0,9384,0,2537.7
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2556,43441.4,6069.5,175193.7,33830.8,2778.8,0,0,7819.1,0,15315.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2556,75372.9,19547,179928.6,194319.2,699462,24814.3,9808.3,222117.1,99404.6,90827
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2556,0,0,0,528.9,0,0,1180,189,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,139725.36,6092.01,6119.66,33613.81,34895.55,7853.37,8543.44,32929.14,19648.91,38767.86
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,13343.4,159639.6,0,0,13162.4,4351.1,2357.3
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,2179.8,8376,0,0,4691,0,667.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,51755.3,24343.3,134610.7,54101.5,334696.6,58796.7,15008.7,117908.9,37765.8,23360
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2558,1649.1,0,0,168914.7,7803.4,0,3624.5,875.5,0,10533.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2558,29806.7,0,164208.1,5977.7,14231.7,0,11431.9,4127.6,324.9,4227.5
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2558,83153,20989.3,298818.8,243446.3,524747.2,58796.7,30065.1,140765.4,42441.8,41146.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2558,58.1,3353.9,0,1070.7,0,0,0,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,58951.6,1936.4,11929.7,41734.1,50804.3,695.7,2310.8,48328.2,59531.9,43433.2
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,9461,38058.2,0,0,1916.9,1727.6,2083.4
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2558,0,0,5007.2,58.5,0,0,0,0,0,816.8
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,15056.8,3772.7,11788.5,37619.7,149634.9,3000,16329.4,30559,30529.2,10977.2
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,0,1205.3,13512,325,0,0,935.3,444.5,2519.8
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2558,41491.3,57662.8,10387.6,7969.2,13342,10500,1196.2,7108.7,11444.4,10403.4
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2558,56532.1,61435.5,28388.7,65929.8,201137.8,10500,17525.5,40002,43293.5,25023.4
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2558,16,0,0,2690.6,222.4,3000,0,517.9,852.2,1777.2
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,72141.8,7265.5,516,78046.8,27628.3,17881,12908.5,69004,28439.4,151152.7
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,8675.8,68868,0,36900.4,518884.4,3435.3,1997.2,19749.7,1875.7,15833
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2556,502.1,0,0,1098.4,16242.5,0,0,780.8,84,3858.4
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,56467,56854.8,0,54416.3,474414.1,27240.4,6698.6,63459.4,43940.8,32454.3
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2556,13112.4,24883.4,0,39587.7,23151.9,0,7656.1,318.7,409.7,9766.8
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2556,97896.6,107128.9,360000,19807.6,31075,21120.7,18287,5658.4,15827.4,14522.4
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2556,123.9,0,0,5352.6,0,0,0,0,0,3918.2
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2556,173945.6,225259.7,360000,148129.4,1056904.9,49366.6,34638.9,88456.3,52569.4,73354.2
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2556,2832.2,32475.5,0,9033.6,6863,2429.8,0,1510.6,9568.1,6998.8
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,50102,6075,1131,36588,19542,6605,11101,23553,15727,71091
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,1049,0,0,3780,6247,0,471,2994,3883,4081
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,102,  ใช้ในการศึกษา,  Education,2558,838,0,0,1097,1131,0,0,342,1212,4329
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,33749,2178,1131,23872,15941,5318,9430,18654,9419,49249
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,104,  ใช้ในการทำธุรกิจ,  Business,2558,4630,0,0,16328,988,1097,0,1267,0,4113
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,105,  ใช้ในการทำเกษตร,  Farming,2558,31969,3897,1131,1603,3725,1764,1671,6107,6237,23799
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,471,0,0,0,0,2125
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,107,  หนี้ในระบบ, Formal sector,2558,70199,6075,2262,45423,28503,8179,11572,27927,19603,85514
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,108,  หนี้นอกระบบ, Formal sector,2558,2036,0,0,1701,0,0,0,0,0,3893
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,65096.6,52963.8,31047.8,75100.7,31401.1,1963,13179.1,92102.4,55712.7,136777.9
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,133.7,1252.5,41841.9,38032.6,0,0,3461.7,0,6362.3
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,102,  ใช้ในการศึกษา,  Education,2556,1287.9,3904,0,493.1,7739.9,0,2025.9,900.7,0,3334.4
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,20080.7,38311.9,3290.7,20485.9,41534.9,2551.5,32408.6,7574.8,4564.5,1249.8
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,104,  ใช้ในการทำธุรกิจ,  Business,2556,104.4,2164.2,0,5722,0,0,0,176.2,580.1,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,105,  ใช้ในการทำเกษตร,  Farming,2556,53763.5,27190.5,7624.6,2508.6,0,0,0,4056.6,15161.9,236.7
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,0,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,107,  หนี้ในระบบ, Formal sector,2556,74096.9,71560.2,12167.7,67895.3,87307.3,2551.5,34434.6,15761.7,20306.5,11183.2
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,108,  หนี้นอกระบบ, Formal sector,2556,1139.6,144.1,0,3156.2,0,0,0,408.2,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,24858,8182,10506,20907,7779,2463,1844,21535,38290,17998
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,2911,0,0,5609,186174,0,28914,0,184
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,8122,0,0,588,0,142
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,21078,38150,3862,11499,61623,8493,3415,22233,18991,9848
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,0,0,4675,0,0,0,0,2414,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,105,  ใช้ในการทำเกษตร,  Farming,2558,57553,28284,2381,0,612,0,0,8990,3269,2163
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,106,  หนี้อื่น ๆ,  Others ,2558,0,0,490,0,0,0,0,0,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,107,  หนี้ในระบบ, Formal sector,2558,78631,69345,6733,16174,75965,192544,3415,60724,24376,12337
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,108,  หนี้นอกระบบ, Formal sector,2558,0,0,0,0,0,2123,0,0,298,0
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,12822,8381,1662,2265,2062,232,1101,2350,526,941
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,,,,37237,70879,,1765,10467,,596
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,102,  ใช้ในการศึกษา,  Education,2556,151,121,199,,789,,,17351,,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,4210,2525,6522,6691,188323,143904,60680,62250,24724,1870
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,104,  ใช้ในการทำธุรกิจ,  Business,2556,879,325,776,20960,1320,,,694,,305
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,105,  ใช้ในการทำเกษตร,  Farming,2556,21300,5901,6813,1086,3364,,3366,7577,,532
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,106,  หนี้อื่น ๆ,  Others ,2556,,,,383,,,,,,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,107,  หนี้ในระบบ, Formal sector,2556,26195,8803,13702,61640,264675,143904,58848,96250,23728,3302
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,108,  หนี้นอกระบบ, Formal sector,2556,345,68,607,4717,,,6963,2089,996,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,4865.34,6551.64,978.31,2403.33,5798.59,1147.4,554.2,2960.29,1661.86,2162.83
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,,,,308.44,750.66,221.04,,336.33,,
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,102,  ใช้ในการศึกษา,  Education,2558,798.07,,,109.24,328.19,306.37,306.37,584.11,231.35,564.58
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,763.08,1824.89,386.01,428.72,4413.09,620,,2278.92,559.41,1016.53
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,104,  ใช้ในการทำธุรกิจ,  Business,2558,414.15,258.66,,1319.67,533.39,306.37,247.83,130.94,,26.53
58,แม่ฮ่องสอน          ,Mae Hong Son        ,1,กรุงเทพมหานคร,Bangkok Metropolis,105,  ใช้ในการทำเกษตร,  Farming,2558,4028.34,5901.78,818.29,279.13,962.51,133.67,554.2,471.89,985.28,754.84
